NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
🎮 Meet the Choolip Mascot — Squid Game Style!,🎮 Meet the Choolip Mascot — Squid Game Style!,"Our mascot is out on the floor playing “Rock-Paper-Scissors – One-Out” style, inspired by Squid Game! Win the challenge and receive a scratch card for fun surprises. Spot the mascot, take a photo, post to your IG Story with @choolip + #Booth9361, and show it for a FREE treat. Let the games begin!","Our mascot is out on the floor playing “Rock-Paper-Scissors – One-Out” style, inspired by Squid Game! Win the challenge and receive a scratch card for fun surprises. Spot the mascot, take a photo, post to your IG Story with @choolip + #Booth9361, and show it for a FREE treat. Let the games begin!",,Choolip,"Cat Food & Treats, Dog Food & Treats, Natural Food & Treats, Exclusive show specials, New Product Launch","Cat Food & Treats, Dog Food & Treats, Natural Food & Treats, Exclusive show specials, New Product Launch"
🥛 Berry Good Milk Pong Challenge,🥛 Berry Good Milk Pong Challenge,"Got sharp aim? Let’s put it to the test at Booth #9361 Toss 5 balls into our Berry Good Milk cups — all in 30 seconds . The more you land, the bigger the prize: • 1–2 cups = Free Berry Good Milk pouch • 3–4 cups = Berry Good Milk pouch + Best Seller Pack • 5 cups = Berry Good Milk box (10 pouches) • 0 cups? You’ll still win with a surprise scratcher!","Got sharp aim? Let’s put it to the test at Booth #9361 Toss 5 balls into our Berry Good Milk cups — all in 30 seconds . The more you land, the bigger the prize: • 1–2 cups = Free Berry Good Milk pouch • 3–4 cups = Berry Good Milk pouch + Best Seller Pack • 5 cups = Berry Good Milk box (10 pouches) • 0 cups? You’ll still win with a surprise scratcher!",,Choolip,"Cat Food & Treats, Dog Food & Treats, Natural Food & Treats, Exclusive show specials, New Product Launch","Cat Food & Treats, Dog Food & Treats, Natural Food & Treats, Exclusive show specials, New Product Launch"
"MYVFF - My Daily Hydration, My Daily Puree Sticks, My Daily Dental Chews","MYVFF - My Daily Hydration, My Daily Puree Sticks, My Daily Dental Chews","MYVFF’s 3-step set completes your pet’s daily wellness routine—hydrating milk to start the day, nutrient-rich puree sticks at midday, and dental chews at night. One system, three solutions, supporting all-day wellness.","MYVFF’s 3-step set completes your pet’s daily wellness routine—hydrating milk to start the day, nutrient-rich puree sticks at midday, and dental chews at night. One system, three solutions, supporting all-day wellness.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/746/404d9c94ec78c2689818d5d7580086e9-original-myvff_nps_1-1.png,Choolip,New Product Showcase - Dog,New Product Showcase - Dog
Choolip - Garden SakSak Freeze-Dried Veggie Mix,Choolip - Garden SakSak Freeze-Dried Veggie Mix,"Choolip Garden SakSak features 6 freeze-dried, nutrient-rich veggies. Packed with antioxidants and fiber to support digestion, immunity, and cellular health. Low in calories, perfect for daily nutrition support.","Choolip Garden SakSak features 6 freeze-dried, nutrient-rich veggies. Packed with antioxidants and fiber to support digestion, immunity, and cellular health. Low in calories, perfect for daily nutrition support.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/745/813363366c0558c8da8d217a3587476a-original-new-product-showcase---garden-saksak1.jpg,Choolip,New Product Showcase - Dog,New Product Showcase - Dog
Choolip - Jumbo Squeeze Vita Stick,Choolip - Jumbo Squeeze Vita Stick,"40g creamy, lickable treat with real seafood, daily multivitamins (B, C, E), and gut-smart postbiotics (beLP1-D®). For dogs and cats of all sizes—especially larger breeds—to support digestion, immunity, and daily vitality.","40g creamy, lickable treat with real seafood, daily multivitamins (B, C, E), and gut-smart postbiotics (beLP1-D®). For dogs and cats of all sizes—especially larger breeds—to support digestion, immunity, and daily vitality.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/737/0e52ecf30da53951edf007d479890bec-original-new-product-showcase---jumbo-squeeze-vita-stick1.jpg,Choolip,New Product Showcase - Dog,New Product Showcase - Dog
Introducing Clean Leash - The Most Hygienic Pet Lead on the Market - Booth 9466,Introducing Clean Leash - The Most Hygienic Pet Lead on the Market - Booth 9466,"Leash care just got a whole lot easier! Feel the TRULY CLEAN GLOW of Clean Leash at Booth # 9466 The world's first (patented) machine-friendly leash design. Secure your introductory pricing now! Designed with: strength, scent, safety, comfort, and control in mind. Made to last. No more piles of dirty dog leads. No more scrubbing. No more lingering odor and potent oils. Detach, Wash, Re-attach. Fresh at new - always!","Leash care just got a whole lot easier! Feel the TRULY CLEAN GLOW of Clean Leash at Booth # 9466 The world's first (patented) machine-friendly leash design. Secure your introductory pricing now! Designed with: strength, scent, safety, comfort, and control in mind. Made to last. No more piles of dirty dog leads. No more scrubbing. No more lingering odor and potent oils. Detach, Wash, Re-attach. Fresh at new - always!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1471/62b3da97b04bfe5926e391801446682c-original-image.png,Clean Leash,Show Specials,Show Specials
"Machine Washable Dog Leash: ""Clean Leash"" Detachable System","Machine Washable Dog Leash: ""Clean Leash"" Detachable System","Easy Cleaning Instructions: Detach the connecting hardware, fasten to the washing machine with the magnetic charm, wash, and re-attach the hardware Innovative Design: Constructed with lightweight multi-functional fasteners and unique PVC-coated webbing material for enhanced durability Material Features: Electrical rated, soft, flexible, durable, waterproof, and machine-washable webbing material for long-lasting use Safety Features: Includes D-ring at the wrist for better control and a carabiner for slip-lead functionality Visibility Enhancement: Electric glowing blue color ensures better visibility during evening and night walks Magnetic Charm System: Includes a helpful magnetic charm to secure hardware pieces during washing cycles Versatile Usage: Can be used as a standard leash or converted to slip-lead configuration for different walking styles","Easy Cleaning Instructions: Detach the connecting hardware, fasten to the washing machine with the magnetic charm, wash, and re-attach the hardware Innovative Design: Constructed with lightweight multi-functional fasteners and unique PVC-coated webbing material for enhanced durability Material Features: Electrical rated, soft, flexible, durable, waterproof, and machine-washable webbing material for long-lasting use Safety Features: Includes D-ring at the wrist for better control and a carabiner for slip-lead functionality Visibility Enhancement: Electric glowing blue color ensures better visibility during evening and night walks Magnetic Charm System: Includes a helpful magnetic charm to secure hardware pieces during washing cycles Versatile Usage: Can be used as a standard leash or converted to slip-lead configuration for different walking styles",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1468/6119fdc2c10f22eb17c486daabd79292-original-image.png,Clean Leash,Show Specials,Show Specials
SuperGravy® holistic pet food toppers- Next Gen!,SuperGravy® holistic pet food toppers- Next Gen!,Clear Conscience Pet® presents the next generation of award-winning SuperGravy® holistic pet food toppers!,Clear Conscience Pet® presents the next generation of award-winning SuperGravy® holistic pet food toppers!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1155/7c8475d2291dadd63be69a57f7ba9d04-original-20250529_ccp_newsg_pawjus_mock_b.jpg,Clear Conscience Pet,New Product Showcase - Dog,New Product Showcase - Dog
10% off your first wholesale order,10% off your first wholesale order,Receive 10% off your first wholesale order placed and 15% off your wholesale order if placed at the show onsite with rep.,Receive 10% off your first wholesale order placed and 15% off your wholesale order if placed at the show onsite with rep.,,ClearFur,"Charitable Initiatives, Locally sourced, Made in America, Sustainably sourced, Cat Products, Dog Products, Equine Products, Live Animals, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","Charitable Initiatives, Locally sourced, Made in America, Sustainably sourced, Cat Products, Dog Products, Equine Products, Live Animals, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
ClearFur Skin Cream for Dogs cats and small animals,ClearFur Skin Cream for Dogs cats and small animals,"ClearFur Skin Cream provides fast relief from hot spots, itching, rashes, and irritation. Made with Colloidal Nano Silver, it supports healing and promotes healthy fur growth. Vet-approved, non-toxic, and made in the USA.","ClearFur Skin Cream provides fast relief from hot spots, itching, rashes, and irritation. Made with Colloidal Nano Silver, it supports healing and promotes healthy fur growth. Vet-approved, non-toxic, and made in the USA.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/888/d2eaa727aa6c3d9c2ae93e2a9f9b3620-original-1-1.png,ClearFur,New Product Showcase - Dog,New Product Showcase - Dog
Cleverpup Walk & Train Bundle,Cleverpup Walk & Train Bundle,"Stylish & Innovative! Cleverpup's 3-piece bundle: Walk & Train Crossbody with water-resistant design, treat storage & hidden squeaker; Snackpack Double Treat Pouch (1.5-cup); collapsible Nomad Bowl. Perfect for walks & training! All food safe.","Stylish & Innovative! Cleverpup's 3-piece bundle: Walk & Train Crossbody with water-resistant design, treat storage & hidden squeaker; Snackpack Double Treat Pouch (1.5-cup); collapsible Nomad Bowl. Perfect for walks & training! All food safe.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1400/4b84a27c17cb1a69c6dd94c725611006-original-cleverpup-walk--train-bundle-check.jpg,Cleverpup,New Product Showcase - Dog,New Product Showcase - Dog
Clink Clicker,Clink Clicker,"The Clink Clicker is a patented, award-winning dog training tool that integrates a clicker with treat storage. Sleek, portable, and designed to streamline positive reinforcement training.","The Clink Clicker is a patented, award-winning dog training tool that integrates a clicker with treat storage. Sleek, portable, and designed to streamline positive reinforcement training.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1295/1d6313681a0e85842c97c055e9ff483c-original-4.png,Clink Design,New Product Showcase - Dog,New Product Showcase - Dog
COCOPUP Wipes - 100% Coconut Oil Finger Wipes.,COCOPUP Wipes - 100% Coconut Oil Finger Wipes.,COCOPUP Wipes Exclusive SUPERZOO Debut Special Retailers (Direct-to-Store Special): Try COCOPUP Wipes in your store today for an unbeatable introductory offer: SUPERZOO Retailer Exclusive 15% off Wholesale Pricing On First-Time Orders PLUS First Order Shipped for FREE! AND... Receive 10% off recurring orders Retails for $19.99 per pack online at Amazon & COCOPUPWIPES.com Distributors: Unlock exclusive distributor pricing AND enjoy FREE SHIPPING on your first order!  (Ask our team for details at the booth),COCOPUP Wipes Exclusive SUPERZOO Debut Special Retailers (Direct-to-Store Special): Try COCOPUP Wipes in your store today for an unbeatable introductory offer: SUPERZOO Retailer Exclusive 15% off Wholesale Pricing On First-Time Orders PLUS First Order Shipped for FREE! AND... Receive 10% off recurring orders Retails for $19.99 per pack online at Amazon & COCOPUPWIPES.com Distributors: Unlock exclusive distributor pricing AND enjoy FREE SHIPPING on your first order!  (Ask our team for details at the booth),https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1464/38c266a12359cad7de3ee24c7609bd7d-original-cocopup-treat-not-a-chore.png,COCOPUP Wipes,"Direct to Retail, Dog Products, Natural Products, Exclusive show specials, New Product Launch","Direct to Retail, Dog Products, Natural Products, Exclusive show specials, New Product Launch"
CocoTherapy Show Specials,CocoTherapy Show Specials,"10% OFF entire order OR 15% OFF entire order, if ordering ALL product SKUs. Must order 6 per SKU","10% OFF entire order OR 15% OFF entire order, if ordering ALL product SKUs. Must order 6 per SKU",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/339/779722819b6fbda77cade58d8ab82f03-original-ct-products.png,CocoTherapy,"Made in America, Sustainably sourced, Women owned, Bird Food & Treats, Cat Food & Treats, Cat Products, Dog Food & Treats, Dog Products, Gifts, Natural Food & Treats, Natural Products, Ships Internationally, Small Animal Food & Treats, Training Products, Exclusive show specials, New Product Launch","Made in America, Sustainably sourced, Women owned, Bird Food & Treats, Cat Food & Treats, Cat Products, Dog Food & Treats, Dog Products, Gifts, Natural Food & Treats, Natural Products, Ships Internationally, Small Animal Food & Treats, Training Products, Exclusive show specials, New Product Launch"
Come Here Buddy,Come Here Buddy,Come Here Buddy,Come Here Buddy,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/808/f0cb9b716cddd903c315fed8d1808a5b-original-come-here-buddy_r1_b5-atx29388.jpg,come here buddy,"Dog Products, Gifts, Grooming Products, Ships Internationally, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","Dog Products, Gifts, Grooming Products, Ships Internationally, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
