NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,KEYWORDS_EN,KEYWORDS_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
Athletes Alliance,Athletes Alliance,Athletes Alliance is designed to highlight performance and modern sports trends.,Athletes Alliance 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Athletes Alliance,Sports / Outdoor,스포츠 / 아웃도어
ATI International,ATI International,ATI International is designed to highlight performance and modern sports trends.,ATI International 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,ATI International,Sports / Outdoor,스포츠 / 아웃도어
"atop - Xing Yi Feng Industrial Co., Ltd.","atop - Xing Yi Feng Industrial Co., Ltd.","atop - Xing Yi Feng Industrial Co., Ltd. introduces next-generation functionality for active lifestyles.","atop - Xing Yi Feng Industrial Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"atop - Xing Yi Feng Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
ACTON,ACTON,ACTON introduces next-generation functionality for active lifestyles.,ACTON 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_1_N_ELM_17452_1_1.jpg,Atoz Tex,Sports / Outdoor,스포츠 / 아웃도어
ATP – Textile and Clothing Association From Portugal,ATP – Textile and Clothing Association From Portugal,ATP – Textile and Clothing Association From Portugal is designed to highlight performance and modern sports trends.,ATP – Textile and Clothing Association From Portugal 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,ATP – Textile and Clothing Association From Portugal,Sports / Outdoor,스포츠 / 아웃도어
Super Leaves men - personal care for men,Super Leaves men - personal care for men,Super Leaves men - personal care for men presents advanced outdoor sports solutions.,Super Leaves men - personal care for men 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,ATTITUDE,Sports / Outdoor,스포츠 / 아웃도어
AttivaStudio S.r.l.,AttivaStudio S.r.l.,AttivaStudio S.r.l. introduces next-generation functionality for active lifestyles.,AttivaStudio S.r.l. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,AttivaStudio S.r.l.,Sports / Outdoor,스포츠 / 아웃도어
Attlee (SG) PTE. LTD,Attlee (SG) PTE. LTD,Attlee (SG) PTE. LTD provides high-value sports technology for global buyers.,Attlee (SG) PTE. LTD 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Attlee (SG) PTE. LTD,Sports / Outdoor,스포츠 / 아웃도어
AVISEN,AVISEN,AVISEN is designed to highlight performance and modern sports trends.,AVISEN 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Avisen - Xiamen Huntsun Trading Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
AXION,AXION,AXION offers innovation aligned with ISPO Munich 2025.,AXION 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,AXION,Sports / Outdoor,스포츠 / 아웃도어
Axxitude Sports,Axxitude Sports,Axxitude Sports presents advanced outdoor sports solutions.,Axxitude Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Axxitude Sports,Sports / Outdoor,스포츠 / 아웃도어
Aylla s.r.o.,Aylla s.r.o.,Aylla s.r.o. introduces next-generation functionality for active lifestyles.,Aylla s.r.o. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Aylla s.r.o.,Sports / Outdoor,스포츠 / 아웃도어
BAABALI Technologies GmbH,BAABALI Technologies GmbH,BAABALI Technologies GmbH provides high-value sports technology for global buyers.,BAABALI Technologies GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,BAABALI Technologies GmbH,Sports / Outdoor,스포츠 / 아웃도어
"Bada Dress (Fujian) Co., Ltd.","Bada Dress (Fujian) Co., Ltd.","Bada Dress (Fujian) Co., Ltd. is designed to highlight performance and modern sports trends.","Bada Dress (Fujian) Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Bada Dress (Fujian) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Bae Shiow Co., Ltd.","Bae Shiow Co., Ltd.","Bae Shiow Co., Ltd. is designed to highlight performance and modern sports trends.","Bae Shiow Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Bae Shiow Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
B-AMERICANA,B-AMERICANA,B-AMERICANA is designed to highlight performance and modern sports trends.,B-AMERICANA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,B-AMERICANA,Sports / Outdoor,스포츠 / 아웃도어
Barixmat Sp.zo.o,Barixmat Sp.zo.o,Barixmat Sp.zo.o offers innovation aligned with ISPO Munich 2025.,Barixmat Sp.zo.o 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Barixmat Sp.zo.o,Sports / Outdoor,스포츠 / 아웃도어
Bavarian Caps,Bavarian Caps,Bavarian Caps introduces next-generation functionality for active lifestyles.,Bavarian Caps 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Bavarian Caps GmbH,Sports / Outdoor,스포츠 / 아웃도어
Bayrak 2023 Baskı Merkezi San. Tic. Ltd. Şti.,Bayrak 2023 Baskı Merkezi San. Tic. Ltd. Şti.,Bayrak 2023 Baskı Merkezi San. Tic. Ltd. Şti. presents advanced outdoor sports solutions.,Bayrak 2023 Baskı Merkezi San. Tic. Ltd. Şti. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Bayrak 2023 Baskı Merkezi San. Tic. Ltd. Şti.,Sports / Outdoor,스포츠 / 아웃도어
Freshpairs,Freshpairs,Freshpairs offers innovation aligned with ISPO Munich 2025.,Freshpairs 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Beijing Risheng Socks Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
SCHOOL-MART,SCHOOL-MART,SCHOOL-MART provides high-value sports technology for global buyers.,SCHOOL-MART 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Beijing Sports-Direct Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
BELCO,BELCO,BELCO provides high-value sports technology for global buyers.,BELCO 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Belco Sports,Sports / Outdoor,스포츠 / 아웃도어
Bellmart,Bellmart,Bellmart introduces next-generation functionality for active lifestyles.,Bellmart 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Bellmart International Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Belly Bike Co., Ltd.","Belly Bike Co., Ltd.","Belly Bike Co., Ltd. presents advanced outdoor sports solutions.","Belly Bike Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Belly Bike Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Benchmade,Benchmade,Benchmade is designed to highlight performance and modern sports trends.,Benchmade 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Benchmade,Sports / Outdoor,스포츠 / 아웃도어
Bergans of Norway,Bergans of Norway,Bergans of Norway presents advanced outdoor sports solutions.,Bergans of Norway 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Bergans Outdoor GmbH,Sports / Outdoor,스포츠 / 아웃도어
Berunwear,Berunwear,Berunwear offers innovation aligned with ISPO Munich 2025.,Berunwear 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Berunwear,Sports / Outdoor,스포츠 / 아웃도어
I-MASTER,I-MASTER,I-MASTER is designed to highlight performance and modern sports trends.,I-MASTER 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,BESCOMO,Sports / Outdoor,스포츠 / 아웃도어
Best Kick Smash Sports,Best Kick Smash Sports,Best Kick Smash Sports is designed to highlight performance and modern sports trends.,Best Kick Smash Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Best Kick Smash Sports,Sports / Outdoor,스포츠 / 아웃도어
"Beta Textiles Co., Ltd.","Beta Textiles Co., Ltd.","Beta Textiles Co., Ltd. introduces next-generation functionality for active lifestyles.","Beta Textiles Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Beta Textiles Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Betterguards,Betterguards,Betterguards provides high-value sports technology for global buyers.,Betterguards 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Betterguards Technology GmbH,Sports / Outdoor,스포츠 / 아웃도어
Beyond Surface Technologies AG - miDori®,Beyond Surface Technologies AG - miDori®,Beyond Surface Technologies AG - miDori® offers innovation aligned with ISPO Munich 2025.,Beyond Surface Technologies AG - miDori® 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Beyond Surface Technologies AG - miDori®,Sports / Outdoor,스포츠 / 아웃도어
Vinex,Vinex,Vinex provides high-value sports technology for global buyers.,Vinex 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_1_N_ELM_2599_1_1.jpg,Bhalla International,Sports / Outdoor,스포츠 / 아웃도어
"B-Hoo Textile (Jinjiang) Co., Ltd.","B-Hoo Textile (Jinjiang) Co., Ltd.","B-Hoo Textile (Jinjiang) Co., Ltd. introduces next-generation functionality for active lifestyles.","B-Hoo Textile (Jinjiang) Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"B-Hoo Textile (Jinjiang) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Big Ray Corp.,Big Ray Corp.,Big Ray Corp. is designed to highlight performance and modern sports trends.,Big Ray Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Big Ray Corp.,Sports / Outdoor,스포츠 / 아웃도어
Big Sky International,Big Sky International,Big Sky International offers innovation aligned with ISPO Munich 2025.,Big Sky International 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Big Sky International,Sports / Outdoor,스포츠 / 아웃도어
Bilal Martial Arts,Bilal Martial Arts,Bilal Martial Arts provides high-value sports technology for global buyers.,Bilal Martial Arts 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Bilal Martial Arts,Sports / Outdoor,스포츠 / 아웃도어
BIOTEXFUTURE,BIOTEXFUTURE,BIOTEXFUTURE offers innovation aligned with ISPO Munich 2025.,BIOTEXFUTURE 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,BIOTEXFUTURE,Sports / Outdoor,스포츠 / 아웃도어
BJ Sports,BJ Sports,BJ Sports is designed to highlight performance and modern sports trends.,BJ Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_2_N_ELM_6266_2_1.jpg,BJ Sports,Sports / Outdoor,스포츠 / 아웃도어
BLACKROLL,BLACKROLL,BLACKROLL presents advanced outdoor sports solutions.,BLACKROLL 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,BLACKROLL AG,Sports / Outdoor,스포츠 / 아웃도어
BLACKYAK,BLACKYAK,BLACKYAK provides high-value sports technology for global buyers.,BLACKYAK 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,BLACKYAK,Sports / Outdoor,스포츠 / 아웃도어
DIG,DIG,DIG offers innovation aligned with ISPO Munich 2025.,DIG 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,BLAN Inc.,Sports / Outdoor,스포츠 / 아웃도어
Blind Save Ltd.,Blind Save Ltd.,Blind Save Ltd. introduces next-generation functionality for active lifestyles.,Blind Save Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Blind Save Ltd.,Sports / Outdoor,스포츠 / 아웃도어
BLITZbee - Blitz Natural Power GmbH,BLITZbee - Blitz Natural Power GmbH,BLITZbee - Blitz Natural Power GmbH presents advanced outdoor sports solutions.,BLITZbee - Blitz Natural Power GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,BLITZbee - Blitz Natural Power GmbH,Sports / Outdoor,스포츠 / 아웃도어
Bloomati by Carvema Textil,Bloomati by Carvema Textil,Bloomati by Carvema Textil introduces next-generation functionality for active lifestyles.,Bloomati by Carvema Textil 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Bloomati by Carvema Têxtil,Sports / Outdoor,스포츠 / 아웃도어
Bluesign Technologies AG,Bluesign Technologies AG,Bluesign Technologies AG is designed to highlight performance and modern sports trends.,Bluesign Technologies AG 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Bluesign Technologies AG,Sports / Outdoor,스포츠 / 아웃도어
BODERO,BODERO,BODERO provides high-value sports technology for global buyers.,BODERO 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Bodero Gloves Mfg,Sports / Outdoor,스포츠 / 아웃도어
"Bogwang I&T Co., Ltd.","Bogwang I&T Co., Ltd.","Bogwang I&T Co., Ltd. is designed to highlight performance and modern sports trends.","Bogwang I&T Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Bogwang I&T Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
YIJIAN,YIJIAN,YIJIAN offers innovation aligned with ISPO Munich 2025.,YIJIAN 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Bokang Technology Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Bola Gema,Bola Gema,Bola Gema offers innovation aligned with ISPO Munich 2025.,Bola Gema 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Bola Gema,Sports / Outdoor,스포츠 / 아웃도어
Qiangmeng Sports,Qiangmeng Sports,Qiangmeng Sports introduces next-generation functionality for active lifestyles.,Qiangmeng Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Boldmaskine.dk ApS - Siboasi | Qiangmeng Sports,Sports / Outdoor,스포츠 / 아웃도어
